H	特效很棒 看的时候陆沉真的惊到我 就好像上海真的要没了一样哈哈哈哈 演员演技也算到位 反正不会出戏 鹿晗和舒淇的颜很🉑️ 唯一不足的话 就剧情吧 太分散了不连贯 但是欣赏了科幻特效 也算是很值了~
H	电影根据原著改编，个人觉得电影最大的问题是剧情跟原书出入挺大的，交代不够清楚。导演在电影中想要传达的世界观不够明确，观众缺少代入感。
H	江洋，滴滴滴
L	若干年后，将军拿着几千块钱的工资开着几百万的G63？居然还没被纪检委抓？不合逻辑
L	垃圾到爆炸 看的都睡着了
L	先学会戴好帽子先吧
H	特效蛮不错的，那个保护屏障哈哈哈，弟弟说密集恐惧症都要犯了。最后的彩蛋很喜欢。最后只活了江洋觉得又欣喜又可惜。总体效果蛮好的，推荐收看。（可能有些人说看不懂，建议仔细看。说一直打架不好玩，那我就。。。这本来就是一个对抗母舰的科幻片，如果不和他们打，都用来谈情说爱？？？）反正个人感觉杠杠的，建议仔细看！！！
L	唉。真菜，大家别去看，，看了这个，我感觉我也可以当导演
H	情节新颖紧凑，剧情明白，特效很棒，期待下一部电影
L	我只能呵呵呵
H	如果剩下五分钟的时间，江洋，我和你一起守护
M	不看也行，看了上火
M	不知道要表达什么主题？浑浑噩噩，音效还行，内容，特效和流浪地球差的太远
H	还可以，但是感觉差点啥
L	这部剧鹿晗的形象太过阴柔，舒淇都比鹿晗来的刚多了，影响了整部剧的体验。好的题材还需要适合的演员，而不是流量效应。要对得起观众的钱包。
M	一般吧，鹿晗演技真差
H	鹿晗好看，嗯，挺好看的，支持中国科幻片，特效不错
L	中国科幻始于«流浪地球»止于«上海堡垒»，什么演技
H	真的超级好看的电影
M	流浪地球打开了中国科幻电影的大门，结果上海堡垒又给关上了🌚
L	从开场到结尾，一点代入感都没有，还有很多细节做的真的不咋地，这三分给特效了
H	非常好的一部电影。
L	我的天，剧情烂到我都忽略了演员的演技。
H	真的好看！特效很棒，没看过原著前面可能有点平淡，后面很紧张紧凑，感情线触动到我了，一起去看的小伙伴都落泪了！鹿晗把江洋暗恋的感情演得很好。值得去电影院看！
L	电影好不好看难道也不能说了？难看就难看，难道还有昧着良心说话？有些粉丝也搞笑，你们夸就夸吧，难道只有夸奖不能批评嘛？那你演你🐴的电影？电影好坏不就是让人评价的嘛？一边拿钱拍戏，一边又不让人评论，做表子立牌坊？就冲军人这个形象，末日的时候，脸比桌面还干净，就冲这几点，负分衮粗。演的什么辣鸡玩意？
H	上海打炮特效🐮🐮🐮
H	很好看，鹿晗演技不错，特效也很好，超级满意！
H	鹿哥加油啊啊啊
M	一场电影查两次票，醉了！
L	怎么说呢 演技没演技 特效又不行
H	必须全好评，太棒了这个特效，画面，国产雄起，但是有的跑题感觉有点爱情的样子。
H	啊啊啊啊我觉得特别好，舒淇怎么那么美丽，唉我真心哦豁喜欢她。😘😘😘我朋友都觉得很好，细节很到位，爱了(⑉°з°)-♡总体还是不错的所以给十分。
H	电影特效设计真的震撼，让人眼前一亮，剧情虽不说跌宕起伏但也是令人热血沸腾，感情线太虐了趴，除了江洋小心翼翼的暗恋还有潘翰田和路依依的感情，都是虐恋啊我的妈，最后彩蛋一下子戳到我了，然后就哭了，彩蛋真的加分，挺不错的一部电影，值得大家去看一看。
H	今天一次性看了两场电影
H	那些不喜欢看的，你也看完了呀，钱也花了吧，那么感谢你的支持喽，剧情拍的好与坏，你也不是专业点评人，电影是给所有人欣赏的，不是让你看完扯淡的，有本事你去拍一个比这部电影好的给大家看看呀？都说拍电影的是疯子，看的是傻子，那么你可能是**羊癫疯患者，当了傻子还嘲讽疯子
L	剧情推进全靠嘴说，特效表现全靠打枪，情绪渲染全靠音乐。。。全片不离“炮\泡”二字，想问导演你是有什么暗示吗？看完只想说一句......****
L	非常烂的一部影片
L	我觉得这个片子烂真不是演员的锅，什么烂剧情啊！机枪打不死的外星人，主角用手枪打死了！明明有强力武器却一直不用，最重要的控制中心没有重火力防御！明明外星人已经被干掉了，还要自爆掉控制中心顺便带走一批友军！一炮击退母舰，仅仅是击退，就好像已经灭掉了外星人一样欢呼雀跃，竟然就放假了？整个剧情拖沓，逻辑混乱，槽点太多，真心不知道到底导演再拍什么！我不是鹿晗粉丝，但不得不说至少鹿晗在电影里没有太出戏的表现，在我这勉强能够到及格线，但是整个电影的剧情啊！作为非原著粉表示一头雾水，很想睡觉！
M	还行吧，不过故事情节感人
M	勉勉强强及格吧，科幻片一般般 爱情片也算不上。
L	垃圾X3X3
L	电影很棒。但主要还是鹿晗姐姐很美吸引到了我
H	我是看过原著的改动的挺多的，有的戳我泪点的情节确实没表示，但单说电影还是挺好的，特效 ，我鹿的演技都是可以的，也是电影的时常吧，诠释不了那么多情节。
H	理性地看，电影科技特效的确无法与欧美大片比，如果带着对比的态度看，槽点不少。但它绝对称得上中国科幻的里程碑，不仅在于敢于首次偿试战争体裁科幻，挑战高难制作，更在于他在营造宏观气势的突破性成果，以及融入集体主义思想的文化自信。特别值得一看的是情感线，一部107分钟的电影，这已经很不错了。于家国危难中展现的亲情、友情、爱情，赋予了一种悲壮的浪漫，深得我心。至于演员和演技，差评纯属尬黑。我给五星，其中观感评4星，另外1星是对开拓者的致敬！可以吐槽，但请尊重每个敢为人先的勇者，创新中国、文化自信需要这种精神！
H	支持国产科幻电影吧。。。。。。。。实际也就七分最多了
H	特效不错，感情线动人，是一部合格的科幻片，值得鼓励，有待改进。
H	电影挺不错的   里面演的江洋惊艳到我了   演员演技精湛  这部电影特效挺不错的并且可以感觉到鹿晗的演技在慢慢进步看第二遍也还是挺有感觉的   里面指挥官江洋等人互帮互助 让我学到了团队精神  还有就是最后江洋的不惧死亡为上海大炮定位让我很感慨   里面说爱一个人，要像只剩五分钟那么用力   我想 我知道了  算了反正都无所谓了
L	这个电影太好看了 演员我很喜欢 我很喜欢打外星人的剧情 特效太棒了 我要个一星鼓励鼓励
L	逻辑感太差，故事跳转太快！都说很多年以后了，上海还是那个鸟样？鹿晗的手机不是高科技，而是要退化成大哥大？竟然还有结界！！！全靠无人机和大炮输出，没有这两个武器外星人就无敌了！
H	整部电影特效非常棒，看得出在这方面下了很大功夫。大炮镜头和捕食者都值得一看。演技也是可圈可点，鹿晗演技也有进步，更自然啦。依依死的时候，真的是泪点！！！在害怕的时候喊出你最爱的人！希望依依感情戏可以多点。最后五年后的镜头，手机显示林澜的"收到"又一大泪点！最后鹿晗单眼流泪
H	看《上海堡垒》只为王宫良而来，他在片中饰演最强辅助曾煜。去年就开始陆陆续续在给身边所有人安利这部电影，今天上午看完后感觉特效特别震撼，尤其是无人机在耳边飞过的声音非常真实。王宫良在片中饰演的角色有点很皮，非常像他本人了。鹿晗的感情戏演得不错但总觉得在战争时还少点背水一战的气魄。整个影片的主旨给人感觉不是很强烈，给人的代入感不够强。可能因为我注意力都在王宫良身上，还有好多地方没有太看懂。这部片子虽然有一些不足的地方还是很值得一看!
H	今天看了两遍 特效什么的看起来挺震撼的 感情戏也很好 特别是最后音乐想起来的那一段 真的很让人泪目 鹿晗演的很棒 感情表达的很细腻 人物形象也很生动 总体来说是一部不错的影片
L	烂到极点！用脚投票吧观众们，拒绝**，拒绝小鲜肉模式的圈钱
L	不好看😔 难受香菇
L	看起来感觉有点不伦不类。不好看。
L	《上海堡垒》，除了结尾那十分钟视效外几乎一无是处的一部电影，我甚至没办法称呼它为科幻片。
H	真的好好看啊啊啊啊啊啊啊
M	内容没看明白。还行吧
L	没得剧情，看不下去，一大半的情节都在谈恋爱，游离在主题之外。特效没得细节刻画。
L	真是烂到无敌了  再一次刷新我对中国科幻片的下线 **的为了捧个人真能下本啊
L	从不评分的我 实在没忍住 选角不行 剧本不行 演技一般 浮夸 像看了场游戏  顶着台风天来看首映失望透顶 适合低分
L	本来是冲着鹿晗的颜值去的，电影上映之前也特别期待，没办法，颜值控。
L	一炮外星人都死光了，鹿晗死不了！哈哈
L	我一看见鹿晗就不想看了
H	渣陆哈。。。。。。。。
H	我觉得电影挺好看的
H	整个电影的节奏很舒适，与入侵者战争时节奏很快，画面很有冲击力，画面的呈现也很大气，每次作战时都让我的心揪着，最后的“向我开炮”，人类最终战胜入侵者时，让我有说不出的激动。上海堡垒作为中国科幻爱情电影是很新颖的出现，这个题材可以说是一个不小的突破，不枉费导演演员多年的制作与打磨，它在我心中就是满分❤️
H	片尾曲好听，毕竟是杰伦原唱的歌曲，电影则一般
H	看了网上的各种评论，大致都是差评，抱着客观的心态去看的，没有让我感到看的很累或者很难熬，虽然没有交代是哪里来的外星人👽就开打了，但还是对得起票价的，没有网上说的那么差，还有人给1分，可能每个人都有不一样的看法，不一样的标准，不过希望大家抱着客观的心态去看，不要有偏见，就像哪吒里人们对哪吒的偏见，我想谁都不希望有人那样对自己
L	不能打0分是吧
L	好久没有看过这么烂的片了，三个字假   大    空，上来就说外星人入侵  感觉没有前因后果  上来就是打，然后莫名的伤感   我是真get不到
H	灰鹰小队江洋准备完毕
L	扣掉的九分问鹿晗，第一次看电影看的睡觉。
H	刚看完，觉得超级好看，所有演员都演的挺好的，特效也挺好，没有失望。。
H	特效很不错的
M	特效可以，但剧情不咋地，不好看。
L	很想零分好吗 刚开始看就想走 完全没有任何感觉对这个电影 不知道是什么神逻辑电影 白白浪费电影钱 还不如再去看一次救火英雄
L	烂片。谈恋爱戏份三分之二。剪辑太差。水平还不如我呢。科幻部分还行。
L	演员都没有体现军人的气质，就像看打游戏，没有意思，很失望啊
H	我不知道为什么那么多人黑，首先特效很到位，自己代入剧情后会有揪心的感觉，个人觉得有四个累点，第一次潘队牺牲后所有人点蜡烛，第一次江洋给钥匙给依依，依依痛哭，第三次林澜牺牲，第四次江洋收到林澜回信，演技真的没有槽点，我看的很激动，以至于我出电影院了，听到警报声我都会下意识紧张是不是外星人来了，虽然江洋没有牺牲，但他也是唯一的幸存者，他是推动剧情发展的关键，这本事一部爱情科幻片，江南的小说本就是男主逆袭类型的，我觉得中国科幻真的进步很大，相信中国的科幻会越来越好的，加油！上海堡垒冲啊！！
H	很精彩，画质很感人，也很励志
L	毁三观毁原著。滕华涛你好好拍电视剧行吗？祸害啊。
M	还可以吧感觉，
H	上海堡垒作为科幻电影，在特效上面真的没得挑剔，可见导演幕后工作人员有用心去做电影搞特效，剧情也不错，影片最好主题曲响起来的时候，被鹿晗的歌声震惊到，太好听了！！！！！
L	只能5星评价了，鹿姐姐演技这么好，加油，姐姐微博6千万粉，明天就是周末了。鹿粉一人十刷，轻轻松松60亿，什么小破球什么妇联4在鹿姐姐出色的演技下黯然失色！加油鹿粉们，少用一只纪梵希，鹿姐票房拿第一。
L	垃圾，**什么鬼呀，浪费老子钱！
L	打着大片的噱头，演员阵容很好，但是剧情确实不是我所喜欢的，没有感情共鸣
H	真心觉得特效不错 ，不愧是6年2000人努力的结果。先在这里给导演打个call了尤其是上海大炮出来的那段之前看过预告说什么考虑很多物理知识 确实很cool 演员也还不错团队精神棒 尤其是暗恋的眼神戏太好了。姐弟恋的感觉cp我有点想磕哈哈哈哈 彩蛋我i 剧情除了有一点不抓人之外 正正常常
L	看过最烂的电影 才知道电影还能这么烂
L	怎么说呢？
M	特效炸裂！剧情俗套！讲真！没达到我的预期。
M	个人感觉就一部中国科幻还不错，但还是蛮失望的，原著本来就是言情类的剧情，结果电影改的科幻不科幻，言情不言情，当看到路依依开飞机时，我的心都碎了，真的改的不好
H	舒淇还是美的
L	看的我很尴尬
H	非常好看。电影情节很激动人
L	错综复杂，毫无头绪
H	舒淇演技很不错，全剧的支撑点，女神果然怎么拍都好看。特效还可以，外星人做的效果很好
L	这也算科幻大片？算了吧。。。
L	槽点1 这是科幻片还是尬聊爱情片？
L	本来就是科幻为背景的爱情故事，结果情感主线不清不楚，复线改的面目全非。中场就想走了，但是抱着对江南的期待硬生生看到结局，原著党表示，很失望！3分是给演员和特效的，剧情…我还是回去看小说吧…
L	剧情莫名其妙，音乐尴尬让人出戏，特效一般，人物感情发展很生硬，总之，真的不好看！
L	这是个啥啊我的天
H	挺好的，看完很爽～没有网上说的那么差
L	一个军人基本体现的应该是什么？请问主演像军人吗？情节属实让我迷茫 我只是一个人电影迷 国产电影确实需要支持 但是总让人失望 个人觉得剧情太拉 特效更拉 至于演员我就不过多评论 呵呵！
H	请别被流言蒙蔽，看了之后再说话
L	超烂的 难看
H	抛开有色眼镜，抛开偏见，站在国人的角度去欣赏国人制作的科幻，才是最重要的！
L	半分给票钱，半分给我的情怀。真的生活已经很苦了为什么还要看烂片啊
L	一分都不想给，一步科幻片硬深深的被拍成了现实中的“喜剧”，让我几十年的观影经验受到了奇耻大辱，导演上点心好吗？我们的时间很宝贵的。
H	这个剧情是真的很喜欢，我觉得把暗恋这种心情演到了骨子里，在生死存亡之际心里想着爱的那个人真的能给人一个很大的动力，在自己的祖国面临危险时，每一个人都一直用自己的性命保护着它，把每个人的生命都看得很重要，我认为这是一部非常值得去看的一场电影！！！而且还有很多感人的地方！！！真的非常值得一看！！！
H	作为小说改编的电影，对情节的还原也比较不错，特效也很棒，那种保卫上海的精神也很让人感动，非常不错的一部电影！！
L	烂片之王....
L	整个过程没什么铺垫 一些细节基本没说
L	第一次看电影 看到20分钟就走的！
M	emm～特效没有让人失望，音效和配乐也都很不错，不过我咋感觉是后期配音而不是现场收音呢？剧情～怎么说呢～插了爱情和配角的支线进来整个让人不能很投入，所以到底是重科技还是爱情我抓不住重点～
L	垃圾中的垃圾！
H	演员真的演技在线.科幻部分也真的很棒了.
H	鹿哥这次演技特别棒。就是这个剧本有点乱。鹿哥本身没问题。真不知道那些黑粉是不是从小没妈教没爸疼一点教养都没有向个**一样咬人。你们有他优秀吗？有他帅吗？每天以黑比你优秀的人为快乐你们也没什么意思。人红是非多黑鹿晗的越多是因为鹿晗很优秀。嫉妒使你丑陋
L	预告感觉还蛮不错的，结果正片好烂，有点生气，鹿晗还是不要拍戏了
H	舒淇，鹿晗的演技都不错，尤其是特效，不错
L	真的觉得烂！跟演员无关…编剧导演真的要反思！为了满足老妈，她要看鹿晗~嘿嘿😁
M	还行 前期有点无聊
H	我今天晚上去看了首映，觉得不错，其中令我印象最深的就是江洋发给林澜的:“林澜，我喜欢你”，这句话虽然说迟了吧，但其实也没迟，林澜的那一句收到应该给了江洋很大的鼓励吧，江洋是勇敢的，林澜是坚强，潘翰田是勇敢的，路依依是不惧危险的，曾   是为了最爱的人奋不顾身的，他们都是好样的👍 👍 
L	什么鬼玩意。
M	很一般，男主角真的演得不好，弱弱的感觉
H	鹿晗舒淇上海堡垒太赞啦 笔芯笔芯笔芯 超级好看的
L	很不好看，浪费时间
L	第一次写这玩意  很像打零分 打不了 真的  
H	一句话 如果这部电影是美国人拍的 你们还会打这么低的分吗
H	《上海堡垒》观影之旅
H	特效OK的 哈哈哈哈都可以给捕食者打call了
H	特效不错，利益不错，有深度！
L	我以为我看的是科幻片 谁想到我看的是个言情剧 王者荣耀是个令人恼火的游戏 可我在看这个电影的 时候竟然无数次想要来一把王者 滥用梗 没有任何悬念科研 五毛钱特效 极其不推荐
L	太差了，没想到这么差。外星人没质感，武器完装备也没有质感，步兵武器太差，外星人也傻的可以。
L	全片三个主演：仙藤，泡防御，上海大炮，报告完毕
H	为了高以翔去的，高以翔的演技太好了！！！！爱你
H	炒鸡好看，场景也特别让人身临其境，鹿哥的演技越来越好了，祝鹿哥票房大卖！！！！！
H	还OK，特效还不错
L	浪费资源.啊啊啊喂哦
L	跟科幻根本不沾边 铁血硬汉鹿晗的表演令人头疼  对原著还原极差
H	故事背景设定人物关系台词太简单了。江洋对林澜的感情，钦佩，爱慕，向往，忐忑，欲望和怂同时存在的，属于理工科男企图用公式简化又求证不得的爱情，在世界末日这个大背景和太空堡垒调调的包装下，也有些许感人的地方。特别那条隔了十年才收到的短信，挺让人动容的。
H	很多人都说特效大气配乐恢宏，我完全同意，中国科幻战争电影令我刮目相看，尤其是巨幕，感觉深陷其中，党上海大炮从黄浦江中出现的时候真的是起了鸡皮疙瘩，中国式的英雄和美国个人英雄主义不同，每个人都不可缺少，值得尊敬。但我更想说的是感情线，当初看小说时就好喜欢江洋对林澜的暗恋，虽然电影时长限制感情线不如书中那么详细铺排，但铁石心肠的我最后却不知不觉掉泪了，还以为只是眼睛累，结果最后不得不拿出纸巾才能止住。中国电影加油，上海堡垒加油！
L	果然有鹿晗的东西不能碰
H	我觉得特别好看，鹿晗的演技有一个很大的突破，没有让我看的出戏 ，其他演员也演的特别好，特效也做得特别好，让我有一种身临其境的感觉，挺用心的，各个细节方面都很好，里面的情感表达的也很不错！
H	好看，每个演员都很用心，演技很好，好看！！
L	我看过最烂的片。
L	科幻镜头都在预告片了，其他的更没看到外星人啥样，爱情也没表达好，还是不要浪费时间了，一个四不像电影。
L	这种东西，呵呵
L	可惜不能打0分……俩字：烂片！！！白瞎了我的电影票。只怪自己手贱被科幻战争片忽悠了，早就该想到有鹿姐姐主演的影片能好到哪里去，整场电影看下来情节毫无亮点，穿插的爱情情节甚至有点不伦不类。为毛一部科幻战争片不请吴京张涵予这类的硬汉形象来拍呢？？？还有一个需要吐槽点是特效没有我想象中的那么震撼，只能用平淡无奇来形容，三亿经费的一半用来付片酬，还有多余的钱做特效吗？？？差评！！！
H	走出影院的时候，有点失望。欣慰中国科幻终于有人能为之努力，失望上海堡垒还是没有我想象中的那么震撼，但是，我绝对不同意网上那些带有明显偏见的说法。对导演不满意也好，对演员不满意也罢，但只因某一个或某几个因素就对这部电影全盘否定是不可取的。有人说“有鹿晗就是烂片”“有鹿晗就不去看”“这部就是流量电影，骗钱而已”“中国科幻始于流浪地球终于上海堡垒”，对于这些话，他们取下滤镜，脱掉偏见，扪心自问，真的是这样的吗？鹿晗的演技的确需要更多磨练，但绝不会让人出戏。鹿晗在这部电影中虽为主演，但他的戏份实在不至于能影响整部电影的观感。流量与否，看阵容就知道。
H	宇宙，外星人，战争，显得人类是那么的渺小脆弱，但也突出了人类坚不可摧的勇气、坚持与军人的责任、使命；爱一人，要像只剩五分钟那么用力——时间短暂，庆幸我们生活在和平的年代，莫要让自己留有遗憾，爱就大声说出来，珍惜每一次相遇……
L	难以言表，几年没看过这么空洞的电影了。
M	表示没啥意思
L	简直就是烂片一开始到结束都不知道是什么的
M	不管是哪个国家的士兵，应该都没有长发吧，可实际上不仅舒淇长发及腰，就连鹿晗也是齐耳长发帅的不行，别人的帽子整齐盖住眼睛，唯独鹿晗的帽子因为怕弄乱发型朝天带，怎么看都不像是一个士兵，虽说鹿晗强行解释说，江洋的角色原来并非正式士兵，可后面当上将军后不还是一头长发，连帽子都不带了。
L	超烂啊，一点高潮都没有
L	是真难看，鹿好好唱歌不行吗？为什么要演戏？太垃圾了。要不是舒淇女神我真的看不下去了
H	真的挺不错呢，很喜欢。
H	中国的科幻大片值得看看
L	今年看过最烂的影片，整个过程没有主题，都不知道演的什么，差评，差评，差评
H	上海堡垒的特效很不错，主线清晰情感真挚，在影院里看的我热血沸腾。
L	烂片，什么鬼剧情，烂透了！！！全程睡觉，好多人看一半就走了
H	特效和演技都不错，一定要看预告和彩蛋哦，感情线的惊喜所在，最后，“林澜，江洋喜欢你”
H	很燃！鹿晗演技进步很多啊，特效很逼真！越到后面越感人啊，尤其是配上鹿晗演唱的片尾曲，更能感同身受。爱一个人，就像在最后五分钟用尽全力！
H	挺好的，特效很震撼
L	脑瘫片...
L	剧情无聊   后悔观看
M	看了一眼预告片就失望了 再看了一下评论和评分就好直接放弃了想看的想法 预告片里 最后开炮 和开个小飞机去撞都是抄安德的游戏里的剧情.无语了
L	0分都嫌高，流浪地球好不容易挣一次脸，上海堡垒就来丢脸了（不喜勿喷，喷者死🐎） 
H	我觉得电影很好看啊，很有感觉，剧情很燃。一开始就把我带入科幻的世界，特效真的很棒，很震撼，故事主线很清晰，情感表达的也很细腻，足够精彩，很多地方都戳中泪点，特别是江洋最后一句：向我开炮，真的爆哭，或许中国科幻还需要努力，但是《上海堡垒》真的很不错！六年的努力不应该被乱七八糟的偏见所影响，中国科幻加油！！上海堡垒票房大卖！！
H	说实话 我是书迷 效果真的还行 有太多恶意的评价和打分了 请对电影本身公平些
H	感情细腻，哭了好几次，加油加油！
L	超级垃圾电影
L	一般般，音效有点吵，剧情有点无语。。。
L	烂就一个字、我只说一次。
H	特别好看的电影 开始很是期待呢 棒棒哒 加油＾０＾~
L	辣鸡垃圾垃圾。
L	也是有快进键我就直接快进看了，都不知道演的什么
L	烂剧，没有鹿晗哥哥，会不会好点，没有让人感觉到刺激，和激动，平平淡淡的演完了，没有达到预期效果
M	不是很好看 只能说一般吧
H	鹿晗舒淇的CP有惊喜也有感动，尤其是片尾曲响起的时候，让我也想起了很多往事。特效感十足，剧情紧凑，值得看！
H	看完觉得特别好 看了也有很多部电影了 很少给十分 这次十分当之无愧 鹿晗舒淇感情戏和动作戏都很棒 推荐观看
L	前四十分钟建议睡觉，四十分钟起床看一眼上海大炮的特效，然后继续睡觉就行了，这4分给上海大炮！没看的，建议不要去看了。特别失望。
L	5毛钱的特效，都可以说震撼…
H	好看！特效不错！暗恋太戳人了吧！
H	作为原著党，很喜欢原著，本来挺不看好这部电影的。但是看完感觉还不错诶！小说核心的情感保留了，新人演员也很棒，还有很多看小说时看不到的大场面啥的。大赞一个，推荐！
L	是在哪个废弃工厂拍的呢？
L	你在重组我的智商吗
L	不能再烂……
H	特效一级棒，画面感太强，有种情感剧的感觉，让我一度想起了爱情，所以给了十分好评哦。
L	万万没想到，你们能把中国科幻片拍的看成这个样子，真的烂出了深度啊，打怪的到最后都没见怪，未成年的**蹦着玩呢
H	特效特给力，演员演技也特棒！超级超级棒的一部电影！
L	不为什么， 因为你请了鹿晗 ，所以差评。  至于科幻特效这方便，不不，我说错了，这不是科幻片，这是爱情片，所以特效差我理解。但是我就去要给差评，不为什么。
L	把排片给评分9分以上的电影吧
L	毫无代入感 人物立不住啊…
H	特效很棒，作为中国在科幻战争领域的探索和第一次新的尝试，是有惊喜的。
H	凭良心说真的特效是不错的，有一定水准的，演员演技也是不错的，鹿晗有进步耶很不错~舒淇太美啦！最后彩蛋真的是意难平啊啊啊是双向暗恋啊啊啊哭了，还有就是电影太短了，显得电影确实有点单薄不够丰满，但是作为国产特效片真的不错啦，加油继续努力！
L	对不起 加油吧！！
H	超好看，每个演员演技都蛮好！
H	情节紧凑，人物丰满，表达的爱国不畏牺牲，团队作战精神非常明确，虽然最后很多人都牺牲了，但是换来了更多人的美好生活，特效也挺好的。
L	国产烂片
L	emm，，怎么说呢，，我感觉采访的时候和流浪地球拉关系的行为，，更容易让让反感了。
L	好看**好看
L	我只给特效打分，演员还可可，主要是剧情不好看，我整个人发呆，看了一半就走了。
L	江南把最好的女儿嫁了出去，所有人都在拍手叫好，而我参加了这场最糟糕的婚礼（看大家都在骂，我就放心了）
H	好看  想要二刷
